"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Alberta","2016A000248","Women+","All ages","Persons","249","units","0","v469505","10.3.1","2427226","","","","0"
"2024","Alberta","2016A000248","Women+","0 to 4 years","Persons","249","units","0","v469721","10.3.7","126368","","","","0"
"2024","Alberta","2016A000248","Women+","5 to 9 years","Persons","249","units","0","v469535","10.3.13","147453","","","","0"
"2024","Alberta","2016A000248","Women+","10 to 14 years","Persons","249","units","0","v469553","10.3.19","148025","","","","0"
"2024","Alberta","2016A000248","Women+","15 to 19 years","Persons","249","units","0","v469574","10.3.25","145164","","","","0"
"2024","Alberta","2016A000248","Women+","20 to 24 years","Persons","249","units","0","v469595","10.3.31","149256","","","","0"
"2024","Alberta","2016A000248","Women+","25 to 29 years","Persons","249","units","0","v469613","10.3.37","167768","","","","0"
"2024","Alberta","2016A000248","Women+","30 to 34 years","Persons","249","units","0","v469634","10.3.43","191108","","","","0"
"2024","Alberta","2016A000248","Women+","35 to 39 years","Persons","249","units","0","v469652","10.3.49","196973","","","","0"
"2024","Alberta","2016A000248","Women+","40 to 44 years","Persons","249","units","0","v469673","10.3.55","185554","","","","0"
"2024","Alberta","2016A000248","Women+","45 to 49 years","Persons","249","units","0","v469694","10.3.61","157703","","","","0"
"2024","Alberta","2016A000248","Women+","50 to 54 years","Persons","249","units","0","v469712","10.3.67","141672","","","","0"
"2024","Alberta","2016A000248","Women+","55 to 59 years","Persons","249","units","0","v469733","10.3.73","134467","","","","0"
"2024","Alberta","2016A000248","Women+","60 to 64 years","Persons","249","units","0","v469751","10.3.79","144392","","","","0"
"2024","Alberta","2016A000248","Women+","65 to 69 years","Persons","249","units","0","v469772","10.3.85","129216","","","","0"
"2024","Alberta","2016A000248","Women+","70 to 74 years","Persons","249","units","0","v469775","10.3.86","98532","","","","0"
"2024","Alberta","2016A000248","Women+","75 to 79 years","Persons","249","units","0","v469778","10.3.87","71699","","","","0"
"2024","Alberta","2016A000248","Women+","80 to 84 years","Persons","249","units","0","v469781","10.3.88","44559","","","","0"
"2024","Alberta","2016A000248","Women+","85 to 89 years","Persons","249","units","0","v469784","10.3.89","27606","","","","0"
"2024","Alberta","2016A000248","Women+","90 to 94 years","Persons","249","units","0","v31226901","10.3.126","14418","","","","0"
"2024","Alberta","2016A000248","Women+","95 to 99 years","Persons","249","units","0","v31226907","10.3.132","4517","","","","0"
"2024","Alberta","2016A000248","Women+","100 years and older","Persons","249","units","0","v31226913","10.3.138","776","","","","0"
"2024","Alberta","2016A000248","Women+","Median age","Years","308","units","0","v469526","10.3.105","38.5","","","","1"


